"// DN: 108, SN: 35"
Timestamp,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,Mag_x,Mag_y,Mag_z,Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z
1727941719.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,-4.0,115.0,0.2441406100988388,0.6713866591453552,-0.1220703050494194,0.00927734375,-0.0382080078125,0.994140625
1727941719.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,-4.0,115.0,0.1831054538488388,0.6713866591453552,-0.1220703050494194,0.009765625,-0.03857421875,0.9923095703125
1727941719.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,-4.0,115.0,0.2441406100988388,0.6713866591453552,-0.1220703050494194,0.009765625,-0.03857421875,0.9923095703125
1727941719.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,-4.0,115.0,0.2441406100988388,0.6713866591453552,-0.1220703050494194,0.0101318359375,-0.0382080078125,0.9908447265625
1727941719.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,-9.0,142.0,0.3662109076976776,0.6713866591453552,-0.1220703050494194,0.0093994140625,-0.036865234375,0.990234375
1727941719.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,27.0,-9.0,142.0,0.2441406100988388,0.6103515625,-0.1220703050494194,0.0093994140625,-0.036865234375,0.990234375
1727941719.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,-9.0,142.0,0.2441406100988388,0.6103515625,-0.1220703050494194,0.0086669921875,-0.037353515625,0.9918212890625
1727941719.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,-9.0,142.0,0.2441406100988388,0.6103515625,-0.0610351525247097,0.009521484375,-0.036865234375,0.9915771484375
1727941719.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,-9.0,142.0,0.2441406100988388,0.6713866591453552,-0.1220703050494194,0.009521484375,-0.036865234375,0.9915771484375
1727941719.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,-9.0,142.0,0.2441406100988388,0.6713866591453552,-0.1220703050494194,0.0103759765625,-0.03662109375,0.9915771484375
