Format Version,1.23,Take Name,Take 2024-06-23 04.06.32 PM,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2024-06-23 04.06.33.427 PM,Capture Start Frame,35234,Total Frames in Take,2001,Total Exported Frames,2001,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Marker,Marker,Marker,,,,,,,,,,,,,,,,,,,
,Name,Unlabeled 1000,Unlabeled 1000,Unlabeled 1000,,,,,,,,,,,,,,,,,,,
,ID,574930B2D6312E11EF,574930B2D6312E11EF,574930B2D6312E11EF,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,,,,,,
608,6.08,-2.536734,0.044582,1.31522,,,,,,,,,,,,,,,,,,,
609,6.09,-2.537335,0.039987,1.339484,,,,,,,,,,,,,,,,,,,
610,6.1,-2.538003,0.035334,1.363462,,,,,,,,,,,,,,,,,,,
611,6.11,-2.539017,0.031679,1.387709,,,,,,,,,,,,,,,,,,,
612,6.12,-2.547578,0.023522,1.406106,,,,,,,,,,,,,,,,,,,
613,6.13,-2.548279,0.020664,1.430325,,,,,,,,,,,,,,,,,,,
614,6.14,-2.549098,0.018705,1.45465,,,,,,,,,,,,,,,,,,,
615,6.15,-2.549802,0.017428,1.478687,,,,,,,,,,,,,,,,,,,
616,6.16,-2.550637,0.016519,1.502003,,,,,,,,,,,,,,,,,,,
617,6.17,-2.551566,0.0164,1.525121,,,,,,,,,,,,,,,,,,,
618,6.18,-2.55265,0.016832,1.547446,,,,,,,,,,,,,,,,,,,
619,6.19,-2.553675,0.017791,1.568893,,,,,,,,,,,,,,,,,,,
620,6.2,-2.554964,0.019334,1.589521,,,,,,,,,,,,,,,,,,,
621,6.21,-2.556401,0.02133,1.609024,,,,,,,,,,,,,,,,,,,
622,6.22,-2.557976,0.023608,1.62736,,,,,,,,,,,,,,,,,,,
623,6.23,-2.559538,0.026069,1.644208,,,,,,,,,,,,,,,,,,,
624,6.24,-2.561025,0.028547,1.659737,,,,,,,,,,,,,,,,,,,
625,6.25,-2.562094,0.030627,1.673829,,,,,,,,,,,,,,,,,,,
626,6.26,-2.563004,0.032149,1.686476,,,,,,,,,,,,,,,,,,,
627,6.27,-2.563656,0.032907,1.69772,,,,,,,,,,,,,,,,,,,
628,6.28,-2.564081,0.03312,1.707627,,,,,,,,,,,,,,,,,,,
629,6.29,-2.564534,0.032368,1.715867,,,,,,,,,,,,,,,,,,,
630,6.3,-2.564867,0.030749,1.722479,,,,,,,,,,,,,,,,,,,
631,6.31,-2.565401,0.028434,1.727675,,,,,,,,,,,,,,,,,,,
632,6.32,-2.566359,0.025736,1.731868,,,,,,,,,,,,,,,,,,,
633,6.33,-2.567718,0.022109,1.734918,,,,,,,,,,,,,,,,,,,
634,6.34,-2.569134,0.017991,1.737771,,,,,,,,,,,,,,,,,,,
635,6.35,-2.570363,0.013911,1.740431,,,,,,,,,,,,,,,,,,,
636,6.36,-2.571702,0.010446,1.743843,,,,,,,,,,,,,,,,,,,
637,6.37,-2.573535,0.007588,1.748287,,,,,,,,,,,,,,,,,,,
638,6.38,-2.575636,0.005367,1.753179,,,,,,,,,,,,,,,,,,,
639,6.39,-2.57723,0.003006,1.757769,,,,,,,,,,,,,,,,,,,
640,6.4,-2.578441,0.000309,1.762221,,,,,,,,,,,,,,,,,,,
641,6.41,-2.57901,-0.002695,1.766521,,,,,,,,,,,,,,,,,,,
642,6.42,-2.578769,-0.005493,1.77029,,,,,,,,,,,,,,,,,,,
643,6.43,-2.577984,-0.007815,1.773634,,,,,,,,,,,,,,,,,,,
644,6.44,-2.576703,-0.00987,1.776561,,,,,,,,,,,,,,,,,,,
645,6.45,-2.57529,-0.011766,1.77914,,,,,,,,,,,,,,,,,,,
646,6.46,-2.574757,-0.012941,1.78103,,,,,,,,,,,,,,,,,,,
647,6.47,-2.574351,-0.01366,1.781912,,,,,,,,,,,,,,,,,,,
648,6.48,-2.574301,-0.014181,1.782533,,,,,,,,,,,,,,,,,,,
649,6.49,-2.574385,-0.014482,1.783014,,,,,,,,,,,,,,,,,,,
650,6.5,-2.574506,-0.014817,1.783379,,,,,,,,,,,,,,,,,,,
651,6.51,-2.574751,-0.015174,1.783667,,,,,,,,,,,,,,,,,,,
652,6.52,-2.575042,-0.015522,1.783923,,,,,,,,,,,,,,,,,,,
653,6.53,-2.575364,-0.015792,1.784205,,,,,,,,,,,,,,,,,,,
654,6.54,-2.575734,-0.015958,1.784523,,,,,,,,,,,,,,,,,,,
655,6.55,-2.576099,-0.016274,1.784725,,,,,,,,,,,,,,,,,,,
656,6.56,-2.576505,-0.016585,1.784938,,,,,,,,,,,,,,,,,,,
657,6.57,-2.576771,-0.0169,1.785144,,,,,,,,,,,,,,,,,,,
658,6.58,-2.576962,-0.017236,1.785325,,,,,,,,,,,,,,,,,,,
659,6.59,-2.577143,-0.017499,1.785522,,,,,,,,,,,,,,,,,,,
660,6.6,-2.57738,-0.017659,1.7857,,,,,,,,,,,,,,,,,,,
661,6.61,-2.577605,-0.017871,1.785761,,,,,,,,,,,,,,,,,,,
662,6.62,-2.577767,-0.018004,1.785859,,,,,,,,,,,,,,,,,,,
663,6.63,-2.577939,-0.018122,1.785963,,,,,,,,,,,,,,,,,,,
664,6.64,-2.578119,-0.018214,1.786079,,,,,,,,,,,,,,,,,,,
665,6.65,-2.578242,-0.018332,1.786152,,,,,,,,,,,,,,,,,,,
666,6.66,-2.578368,-0.018405,1.786173,,,,,,,,,,,,,,,,,,,
667,6.67,-2.578432,-0.018487,1.786135,,,,,,,,,,,,,,,,,,,
668,6.68,-2.578507,-0.018534,1.786125,,,,,,,,,,,,,,,,,,,
669,6.69,-2.57858,-0.018555,1.786141,,,,,,,,,,,,,,,,,,,
670,6.7,-2.578616,-0.018637,1.786092,,,,,,,,,,,,,,,,,,,
671,6.71,-2.578668,-0.018635,1.786087,,,,,,,,,,,,,,,,,,,
672,6.72,-2.578673,-0.018726,1.785998,,,,,,,,,,,,,,,,,,,
673,6.73,-2.578701,-0.018761,1.785946,,,,,,,,,,,,,,,,,,,
674,6.74,-2.578674,-0.018766,1.785912,,,,,,,,,,,,,,,,,,,
675,6.75,-2.578674,-0.018797,1.785897,,,,,,,,,,,,,,,,,,,
676,6.76,-2.578672,-0.018813,1.785896,,,,,,,,,,,,,,,,,,,
677,6.77,-2.578755,-0.01887,1.785901,,,,,,,,,,,,,,,,,,,
678,6.78,-2.578775,-0.018891,1.785919,,,,,,,,,,,,,,,,,,,
679,6.79,-2.578833,-0.018944,1.785914,,,,,,,,,,,,,,,,,,,
680,6.8,-2.578911,-0.018997,1.785898,,,,,,,,,,,,,,,,,,,
681,6.81,-2.579002,-0.019054,1.785872,,,,,,,,,,,,,,,,,,,
682,6.82,-2.579083,-0.019099,1.785882,,,,,,,,,,,,,,,,,,,
683,6.83,-2.579144,-0.019133,1.785942,,,,,,,,,,,,,,,,,,,
684,6.84,-2.57917,-0.019175,1.78601,,,,,,,,,,,,,,,,,,,
685,6.85,-2.579225,-0.019232,1.78605,,,,,,,,,,,,,,,,,,,
686,6.86,-2.579261,-0.01927,1.786063,,,,,,,,,,,,,,,,,,,
687,6.87,-2.579285,-0.01931,1.786037,,,,,,,,,,,,,,,,,,,
688,6.88,-2.579294,-0.019299,1.786056,,,,,,,,,,,,,,,,,,,
689,6.89,-2.579293,-0.019349,1.78604,,,,,,,,,,,,,,,,,,,
690,6.9,-2.579247,-0.019325,1.786078,,,,,,,,,,,,,,,,,,,
691,6.91,-2.579228,-0.019301,1.786127,,,,,,,,,,,,,,,,,,,
692,6.92,-2.579187,-0.019306,1.786159,,,,,,,,,,,,,,,,,,,
693,6.93,-2.579133,-0.019294,1.786222,,,,,,,,,,,,,,,,,,,
694,6.94,-2.579087,-0.019287,1.786272,,,,,,,,,,,,,,,,,,,
695,6.95,-2.579044,-0.019312,1.786266,,,,,,,,,,,,,,,,,,,
696,6.96,-2.579028,-0.019306,1.786288,,,,,,,,,,,,,,,,,,,
697,6.97,-2.579023,-0.019316,1.786287,,,,,,,,,,,,,,,,,,,
698,6.98,-2.579004,-0.019365,1.786247,,,,,,,,,,,,,,,,,,,
699,6.99,-2.579074,-0.019369,1.786251,,,,,,,,,,,,,,,,,,,
700,7,-2.57916,-0.019417,1.786217,,,,,,,,,,,,,,,,,,,
701,7.01,-2.57922,-0.019499,1.786165,,,,,,,,,,,,,,,,,,,
702,7.02,-2.57928,-0.019535,1.786146,,,,,,,,,,,,,,,,,,,
703,7.03,-2.579326,-0.019554,1.786142,,,,,,,,,,,,,,,,,,,
704,7.04,-2.579412,-0.019576,1.786134,,,,,,,,,,,,,,,,,,,
705,7.05,-2.579495,-0.01959,1.786149,,,,,,,,,,,,,,,,,,,
706,7.06,-2.579557,-0.01961,1.786178,,,,,,,,,,,,,,,,,,,
707,7.07,-2.579619,-0.019617,1.786244,,,,,,,,,,,,,,,,,,,
708,7.08,-2.579714,-0.019565,1.786396,,,,,,,,,,,,,,,,,,,
709,7.09,-2.579833,-0.019584,1.78648,,,,,,,,,,,,,,,,,,,
710,7.1,-2.580001,-0.019532,1.786657,,,,,,,,,,,,,,,,,,,
711,7.11,-2.580185,-0.019536,1.786815,,,,,,,,,,,,,,,,,,,
712,7.12,-2.580377,-0.01944,1.787088,,,,,,,,,,,,,,,,,,,
713,7.13,-2.580567,-0.019331,1.787391,,,,,,,,,,,,,,,,,,,
714,7.14,-2.580707,-0.019135,1.78782,,,,,,,,,,,,,,,,,,,
715,7.15,-2.58084,-0.018885,1.788411,,,,,,,,,,,,,,,,,,,
716,7.16,-2.580932,-0.018664,1.789069,,,,,,,,,,,,,,,,,,,
717,7.17,-2.581026,-0.018191,1.790089,,,,,,,,,,,,,,,,,,,
718,7.18,-2.581062,-0.017393,1.791418,,,,,,,,,,,,,,,,,,,
719,7.19,-2.580976,-0.016509,1.792933,,,,,,,,,,,,,,,,,,,
720,7.2,-2.580862,-0.015268,1.794942,,,,,,,,,,,,,,,,,,,
721,7.21,-2.580598,-0.013645,1.796909,,,,,,,,,,,,,,,,,,,
722,7.22,-2.580406,-0.011588,1.800295,,,,,,,,,,,,,,,,,,,
723,7.23,-2.579642,-0.009552,1.803753,,,,,,,,,,,,,,,,,,,
724,7.24,-2.576912,-0.00592,1.808704,,,,,,,,,,,,,,,,,,,
725,7.25,-2.56997,0.00037,1.817083,,,,,,,,,,,,,,,,,,,
726,7.26,-2.569338,0.002616,1.82187,,,,,,,,,,,,,,,,,,,
727,7.27,-2.568572,0.005261,1.827186,,,,,,,,,,,,,,,,,,,
728,7.28,-2.567923,0.008394,1.833003,,,,,,,,,,,,,,,,,,,
729,7.29,-2.567426,0.012087,1.839275,,,,,,,,,,,,,,,,,,,
730,7.3,-2.566843,0.016348,1.845905,,,,,,,,,,,,,,,,,,,
731,7.31,-2.566786,0.020516,1.85308,,,,,,,,,,,,,,,,,,,
732,7.32,-2.566726,0.025033,1.860622,,,,,,,,,,,,,,,,,,,
733,7.33,-2.566497,0.029774,1.86868,,,,,,,,,,,,,,,,,,,
734,7.34,-2.566119,0.034552,1.877187,,,,,,,,,,,,,,,,,,,
735,7.35,-2.565999,0.038734,1.886367,,,,,,,,,,,,,,,,,,,
736,7.36,-2.566228,0.0424,1.896195,,,,,,,,,,,,,,,,,,,
737,7.37,-2.566643,0.04579,1.905884,,,,,,,,,,,,,,,,,,,
738,7.38,-2.566383,0.049623,1.915435,,,,,,,,,,,,,,,,,,,
739,7.39,-2.566399,0.053809,1.925419,,,,,,,,,,,,,,,,,,,
740,7.4,-2.566545,0.058183,1.936242,,,,,,,,,,,,,,,,,,,
741,7.41,-2.567217,0.061655,1.947835,,,,,,,,,,,,,,,,,,,
742,7.42,-2.568255,0.064188,1.95986,,,,,,,,,,,,,,,,,,,
743,7.43,-2.569067,0.066032,1.972473,,,,,,,,,,,,,,,,,,,
744,7.44,-2.569999,0.066748,1.985326,,,,,,,,,,,,,,,,,,,
745,7.45,-2.570634,0.066625,1.998692,,,,,,,,,,,,,,,,,,,
746,7.46,-2.571235,0.065564,2.012339,,,,,,,,,,,,,,,,,,,
747,7.47,-2.571526,0.063582,2.026083,,,,,,,,,,,,,,,,,,,
748,7.48,-2.571239,0.061167,2.04029,,,,,,,,,,,,,,,,,,,
749,7.49,-2.571022,0.058126,2.054538,,,,,,,,,,,,,,,,,,,
750,7.5,-2.570657,0.054896,2.068981,,,,,,,,,,,,,,,,,,,
751,7.51,-2.570239,0.051289,2.083778,,,,,,,,,,,,,,,,,,,
752,7.52,-2.569983,0.047454,2.098749,,,,,,,,,,,,,,,,,,,
753,7.53,-2.569464,0.043924,2.113798,,,,,,,,,,,,,,,,,,,
754,7.54,-2.568811,0.040308,2.128945,,,,,,,,,,,,,,,,,,,
755,7.55,-2.568124,0.036703,2.14403,,,,,,,,,,,,,,,,,,,
756,7.56,-2.567201,0.033243,2.15881,,,,,,,,,,,,,,,,,,,
757,7.57,-2.566157,0.029785,2.173622,,,,,,,,,,,,,,,,,,,
758,7.58,-2.564886,0.026713,2.188152,,,,,,,,,,,,,,,,,,,
759,7.59,-2.563694,0.02377,2.202279,,,,,,,,,,,,,,,,,,,
760,7.6,-2.562439,0.021084,2.216162,,,,,,,,,,,,,,,,,,,
761,7.61,-2.561287,0.018715,2.229588,,,,,,,,,,,,,,,,,,,
762,7.62,-2.560197,0.016785,2.242628,,,,,,,,,,,,,,,,,,,
763,7.63,-2.559289,0.015285,2.254989,,,,,,,,,,,,,,,,,,,
764,7.64,-2.558602,0.014305,2.266758,,,,,,,,,,,,,,,,,,,
765,7.65,-2.558443,0.013632,2.277915,,,,,,,,,,,,,,,,,,,
766,7.66,-2.558432,0.013227,2.288332,,,,,,,,,,,,,,,,,,,
767,7.67,-2.558548,0.012866,2.297852,,,,,,,,,,,,,,,,,,,
768,7.68,-2.55881,0.012335,2.306593,,,,,,,,,,,,,,,,,,,
769,7.69,-2.559217,0.011882,2.314561,,,,,,,,,,,,,,,,,,,
770,7.7,-2.559722,0.011567,2.321566,,,,,,,,,,,,,,,,,,,
771,7.71,-2.560481,0.011017,2.327802,,,,,,,,,,,,,,,,,,,
772,7.72,-2.561469,0.010581,2.333161,,,,,,,,,,,,,,,,,,,
773,7.73,-2.562853,0.010505,2.337714,,,,,,,,,,,,,,,,,,,
774,7.74,-2.564695,0.010341,2.341482,,,,,,,,,,,,,,,,,,,
775,7.75,-2.566712,0.010191,2.344496,,,,,,,,,,,,,,,,,,,
776,7.76,-2.568941,0.009748,2.34659,,,,,,,,,,,,,,,,,,,
777,7.77,-2.571402,0.008734,2.348056,,,,,,,,,,,,,,,,,,,
778,7.78,-2.574087,0.007542,2.348791,,,,,,,,,,,,,,,,,,,
779,7.79,-2.576904,0.006102,2.348662,,,,,,,,,,,,,,,,,,,
780,7.8,-2.579602,0.004481,2.347924,,,,,,,,,,,,,,,,,,,
781,7.81,-2.58225,0.002809,2.346785,,,,,,,,,,,,,,,,,,,
782,7.82,-2.584794,0.000953,2.345901,,,,,,,,,,,,,,,,,,,
783,7.83,-2.58687,-0.000913,2.345718,,,,,,,,,,,,,,,,,,,
784,7.84,-2.588086,-0.002213,2.345944,,,,,,,,,,,,,,,,,,,
785,7.85,-2.588993,-0.003169,2.347824,,,,,,,,,,,,,,,,,,,
786,7.86,-2.589825,-0.003986,2.34971,,,,,,,,,,,,,,,,,,,
787,7.87,-2.590161,-0.004667,2.351418,,,,,,,,,,,,,,,,,,,
788,7.88,-2.590065,-0.006011,2.353292,,,,,,,,,,,,,,,,,,,
789,7.89,-2.589795,-0.008175,2.355422,,,,,,,,,,,,,,,,,,,
790,7.9,-2.589372,-0.01017,2.357516,,,,,,,,,,,,,,,,,,,
791,7.91,-2.588676,-0.011014,2.35733,,,,,,,,,,,,,,,,,,,
792,7.92,-2.588699,-0.011694,2.358654,,,,,,,,,,,,,,,,,,,
793,7.93,-2.588833,-0.012193,2.3596,,,,,,,,,,,,,,,,,,,
794,7.94,-2.5893,-0.012834,2.360483,,,,,,,,,,,,,,,,,,,
795,7.95,-2.589562,-0.013278,2.360889,,,,,,,,,,,,,,,,,,,
796,7.96,-2.590038,-0.013578,2.361219,,,,,,,,,,,,,,,,,,,
797,7.97,-2.590411,-0.013626,2.361346,,,,,,,,,,,,,,,,,,,
798,7.98,-2.590672,-0.013556,2.361428,,,,,,,,,,,,,,,,,,,
799,7.99,-2.590954,-0.013529,2.361431,,,,,,,,,,,,,,,,,,,
800,8,-2.591178,-0.013556,2.361448,,,,,,,,,,,,,,,,,,,
801,8.01,-2.591203,-0.013534,2.361451,,,,,,,,,,,,,,,,,,,
802,8.02,-2.591298,-0.013617,2.361458,,,,,,,,,,,,,,,,,,,
803,8.03,-2.591352,-0.013688,2.361492,,,,,,,,,,,,,,,,,,,
804,8.04,-2.591441,-0.013787,2.361555,,,,,,,,,,,,,,,,,,,
805,8.05,-2.591623,-0.013908,2.36167,,,,,,,,,,,,,,,,,,,
806,8.06,-2.591869,-0.014021,2.361829,,,,,,,,,,,,,,,,,,,
807,8.07,-2.592131,-0.014086,2.362015,,,,,,,,,,,,,,,,,,,
808,8.08,-2.592427,-0.014134,2.362213,,,,,,,,,,,,,,,,,,,
809,8.09,-2.592587,-0.014108,2.362352,,,,,,,,,,,,,,,,,,,
810,8.1,-2.592664,-0.014087,2.362402,,,,,,,,,,,,,,,,,,,
811,8.11,-2.59276,-0.014163,2.362476,,,,,,,,,,,,,,,,,,,
812,8.12,-2.592804,-0.014227,2.36258,,,,,,,,,,,,,,,,,,,
813,8.13,-2.592878,-0.014318,2.362689,,,,,,,,,,,,,,,,,,,
814,8.14,-2.592961,-0.014389,2.362763,,,,,,,,,,,,,,,,,,,
815,8.15,-2.592938,-0.014368,2.362759,,,,,,,,,,,,,,,,,,,
816,8.16,-2.592878,-0.014328,2.362771,,,,,,,,,,,,,,,,,,,
817,8.17,-2.592896,-0.01434,2.362783,,,,,,,,,,,,,,,,,,,
818,8.18,-2.592899,-0.014336,2.362766,,,,,,,,,,,,,,,,,,,
819,8.19,-2.592861,-0.0143,2.36279,,,,,,,,,,,,,,,,,,,
820,8.2,-2.592885,-0.01431,2.362759,,,,,,,,,,,,,,,,,,,
821,8.21,-2.592849,-0.014284,2.362758,,,,,,,,,,,,,,,,,,,
822,8.22,-2.592809,-0.014268,2.362781,,,,,,,,,,,,,,,,,,,
823,8.23,-2.59283,-0.014285,2.362808,,,,,,,,,,,,,,,,,,,
824,8.24,-2.592783,-0.01427,2.362792,,,,,,,,,,,,,,,,,,,
825,8.25,-2.592785,-0.014316,2.362812,,,,,,,,,,,,,,,,,,,
826,8.26,-2.592739,-0.014295,2.362832,,,,,,,,,,,,,,,,,,,
827,8.27,-2.592755,-0.014311,2.362842,,,,,,,,,,,,,,,,,,,
828,8.28,-2.592779,-0.014315,2.362866,,,,,,,,,,,,,,,,,,,
829,8.29,-2.592792,-0.014304,2.362872,,,,,,,,,,,,,,,,,,,
830,8.3,-2.592804,-0.014317,2.362851,,,,,,,,,,,,,,,,,,,
831,8.31,-2.592805,-0.014333,2.362865,,,,,,,,,,,,,,,,,,,
832,8.32,-2.592731,-0.014296,2.362872,,,,,,,,,,,,,,,,,,,
833,8.33,-2.592714,-0.014325,2.362878,,,,,,,,,,,,,,,,,,,
834,8.34,-2.592644,-0.014337,2.362827,,,,,,,,,,,,,,,,,,,
835,8.35,-2.592612,-0.014375,2.362788,,,,,,,,,,,,,,,,,,,
836,8.36,-2.592523,-0.014362,2.362796,,,,,,,,,,,,,,,,,,,
837,8.37,-2.592536,-0.014396,2.362779,,,,,,,,,,,,,,,,,,,
838,8.38,-2.592524,-0.014383,2.36279,,,,,,,,,,,,,,,,,,,
839,8.39,-2.592536,-0.014371,2.362794,,,,,,,,,,,,,,,,,,,
840,8.4,-2.592548,-0.014364,2.362785,,,,,,,,,,,,,,,,,,,
841,8.41,-2.59261,-0.014407,2.36277,,,,,,,,,,,,,,,,,,,
842,8.42,-2.592526,-0.014366,2.362779,,,,,,,,,,,,,,,,,,,
843,8.43,-2.592587,-0.0144,2.362734,,,,,,,,,,,,,,,,,,,
844,8.44,-2.592554,-0.014371,2.362741,,,,,,,,,,,,,,,,,,,
845,8.45,-2.592433,-0.014298,2.362711,,,,,,,,,,,,,,,,,,,
846,8.46,-2.592435,-0.014292,2.362648,,,,,,,,,,,,,,,,,,,
847,8.47,-2.592324,-0.014219,2.362623,,,,,,,,,,,,,,,,,,,
848,8.48,-2.59229,-0.014184,2.362554,,,,,,,,,,,,,,,,,,,
849,8.49,-2.592272,-0.014168,2.362519,,,,,,,,,,,,,,,,,,,
850,8.5,-2.592181,-0.014092,2.362503,,,,,,,,,,,,,,,,,,,
851,8.51,-2.592142,-0.014049,2.362454,,,,,,,,,,,,,,,,,,,
852,8.52,-2.592078,-0.014011,2.362377,,,,,,,,,,,,,,,,,,,
853,8.53,-2.591971,-0.013948,2.362357,,,,,,,,,,,,,,,,,,,
854,8.54,-2.591938,-0.013927,2.362321,,,,,,,,,,,,,,,,,,,
855,8.55,-2.591907,-0.013907,2.362341,,,,,,,,,,,,,,,,,,,
856,8.56,-2.591851,-0.013883,2.362325,,,,,,,,,,,,,,,,,,,
857,8.57,-2.591885,-0.013907,2.362321,,,,,,,,,,,,,,,,,,,
858,8.58,-2.591912,-0.013929,2.362359,,,,,,,,,,,,,,,,,,,
859,8.59,-2.591903,-0.013954,2.362388,,,,,,,,,,,,,,,,,,,
860,8.6,-2.591898,-0.013974,2.36247,,,,,,,,,,,,,,,,,,,
861,8.61,-2.591973,-0.014035,2.362471,,,,,,,,,,,,,,,,,,,
862,8.62,-2.592055,-0.014111,2.362591,,,,,,,,,,,,,,,,,,,
863,8.63,-2.592047,-0.014138,2.362646,,,,,,,,,,,,,,,,,,,
864,8.64,-2.592019,-0.01417,2.362669,,,,,,,,,,,,,,,,,,,
865,8.65,-2.592055,-0.01425,2.362713,,,,,,,,,,,,,,,,,,,
866,8.66,-2.592081,-0.014308,2.362749,,,,,,,,,,,,,,,,,,,
867,8.67,-2.592086,-0.014345,2.362812,,,,,,,,,,,,,,,,,,,
868,8.68,-2.592099,-0.014366,2.36283,,,,,,,,,,,,,,,,,,,
869,8.69,-2.592135,-0.014398,2.362864,,,,,,,,,,,,,,,,,,,
870,8.7,-2.592104,-0.014387,2.362901,,,,,,,,,,,,,,,,,,,
871,8.71,-2.592101,-0.014408,2.362913,,,,,,,,,,,,,,,,,,,
872,8.72,-2.592115,-0.014438,2.362906,,,,,,,,,,,,,,,,,,,
873,8.73,-2.592113,-0.014462,2.362903,,,,,,,,,,,,,,,,,,,
874,8.74,-2.592141,-0.014513,2.36292,,,,,,,,,,,,,,,,,,,
875,8.75,-2.59209,-0.014511,2.362934,,,,,,,,,,,,,,,,,,,
876,8.76,-2.592054,-0.014527,2.362956,,,,,,,,,,,,,,,,,,,
877,8.77,-2.592006,-0.014548,2.362966,,,,,,,,,,,,,,,,,,,
878,8.78,-2.591933,-0.014539,2.362976,,,,,,,,,,,,,,,,,,,
879,8.79,-2.591928,-0.014576,2.362972,,,,,,,,,,,,,,,,,,,
880,8.8,-2.591858,-0.014576,2.363004,,,,,,,,,,,,,,,,,,,
881,8.81,-2.591724,-0.014549,2.362992,,,,,,,,,,,,,,,,,,,
882,8.82,-2.591619,-0.01455,2.362967,,,,,,,,,,,,,,,,,,,
883,8.83,-2.591497,-0.014558,2.363005,,,,,,,,,,,,,,,,,,,
884,8.84,-2.591417,-0.014592,2.363019,,,,,,,,,,,,,,,,,,,
885,8.85,-2.591362,-0.01463,2.363065,,,,,,,,,,,,,,,,,,,
886,8.86,-2.591272,-0.014618,2.363102,,,,,,,,,,,,,,,,,,,
887,8.87,-2.591209,-0.014609,2.363133,,,,,,,,,,,,,,,,,,,
888,8.88,-2.590992,-0.01451,2.36314,,,,,,,,,,,,,,,,,,,
889,8.89,-2.590782,-0.014415,2.363143,,,,,,,,,,,,,,,,,,,
890,8.9,-2.590596,-0.014335,2.363117,,,,,,,,,,,,,,,,,,,
891,8.91,-2.590546,-0.014339,2.363107,,,,,,,,,,,,,,,,,,,
892,8.92,-2.590443,-0.014306,2.363089,,,,,,,,,,,,,,,,,,,
893,8.93,-2.590389,-0.014295,2.36312,,,,,,,,,,,,,,,,,,,
894,8.94,-2.590306,-0.014249,2.36311,,,,,,,,,,,,,,,,,,,
895,8.95,-2.59022,-0.014205,2.363111,,,,,,,,,,,,,,,,,,,
896,8.96,-2.590193,-0.014203,2.363173,,,,,,,,,,,,,,,,,,,
897,8.97,-2.590257,-0.014252,2.363151,,,,,,,,,,,,,,,,,,,
898,8.98,-2.590274,-0.014268,2.363193,,,,,,,,,,,,,,,,,,,
899,8.99,-2.590181,-0.014208,2.363241,,,,,,,,,,,,,,,,,,,
900,9,-2.590142,-0.014177,2.363254,,,,,,,,,,,,,,,,,,,
901,9.01,-2.590069,-0.014132,2.363241,,,,,,,,,,,,,,,,,,,
902,9.02,-2.590016,-0.014112,2.363242,,,,,,,,,,,,,,,,,,,
903,9.03,-2.589993,-0.01411,2.363235,,,,,,,,,,,,,,,,,,,
904,9.04,-2.589947,-0.014092,2.363273,,,,,,,,,,,,,,,,,,,
905,9.05,-2.589978,-0.014118,2.363311,,,,,,,,,,,,,,,,,,,
906,9.06,-2.589926,-0.014092,2.363322,,,,,,,,,,,,,,,,,,,
907,9.07,-2.589867,-0.014076,2.363291,,,,,,,,,,,,,,,,,,,
908,9.08,-2.58977,-0.01406,2.363311,,,,,,,,,,,,,,,,,,,
909,9.09,-2.589767,-0.014127,2.363356,,,,,,,,,,,,,,,,,,,
910,9.1,-2.589776,-0.014217,2.363364,,,,,,,,,,,,,,,,,,,
911,9.11,-2.589684,-0.014283,2.363477,,,,,,,,,,,,,,,,,,,
912,9.12,-2.589593,-0.014375,2.363521,,,,,,,,,,,,,,,,,,,
913,9.13,-2.589537,-0.01449,2.363557,,,,,,,,,,,,,,,,,,,
914,9.14,-2.589547,-0.01465,2.363674,,,,,,,,,,,,,,,,,,,
915,9.15,-2.589535,-0.014747,2.363737,,,,,,,,,,,,,,,,,,,
916,9.16,-2.589479,-0.014769,2.363779,,,,,,,,,,,,,,,,,,,
917,9.17,-2.589564,-0.014861,2.363854,,,,,,,,,,,,,,,,,,,
918,9.18,-2.589527,-0.014884,2.363915,,,,,,,,,,,,,,,,,,,
919,9.19,-2.589455,-0.014913,2.363952,,,,,,,,,,,,,,,,,,,
920,9.2,-2.58936,-0.014929,2.363977,,,,,,,,,,,,,,,,,,,
921,9.21,-2.589362,-0.015007,2.363999,,,,,,,,,,,,,,,,,,,
922,9.22,-2.589325,-0.01504,2.363992,,,,,,,,,,,,,,,,,,,
923,9.23,-2.589262,-0.015061,2.364039,,,,,,,,,,,,,,,,,,,
924,9.24,-2.589214,-0.01509,2.36409,,,,,,,,,,,,,,,,,,,
925,9.25,-2.589291,-0.015179,2.364155,,,,,,,,,,,,,,,,,,,
926,9.26,-2.58934,-0.015239,2.364219,,,,,,,,,,,,,,,,,,,
927,9.27,-2.58932,-0.015275,2.364281,,,,,,,,,,,,,,,,,,,
928,9.28,-2.589426,-0.015402,2.364328,,,,,,,,,,,,,,,,,,,
929,9.29,-2.589446,-0.015469,2.364402,,,,,,,,,,,,,,,,,,,
930,9.3,-2.589428,-0.015517,2.364455,,,,,,,,,,,,,,,,,,,
931,9.31,-2.589498,-0.015621,2.364529,,,,,,,,,,,,,,,,,,,
932,9.32,-2.589496,-0.01567,2.364603,,,,,,,,,,,,,,,,,,,
933,9.33,-2.589582,-0.015737,2.364631,,,,,,,,,,,,,,,,,,,
