Format Version,1.23,Take Name,Take 2024-06-23 04.06.32 PM,Take Notes,,Capture Frame Rate,100,Export Frame Rate,100,Capture Start Time,2024-06-23 04.06.33.427 PM,Capture Start Frame,35234,Total Frames in Take,2001,Total Exported Frames,2001,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global
,,,,,,,,,,,,,,,,,,,,,,,
,Type,Marker,Marker,Marker,,,,,,,,,,,,,,,,,,,
,Name,Unlabeled 1000,Unlabeled 1000,Unlabeled 1000,,,,,,,,,,,,,,,,,,,
,ID,574930B2D6312E11EF,574930B2D6312E11EF,574930B2D6312E11EF,,,,,,,,,,,,,,,,,,,
,,Position,Position,Position,,,,,,,,,,,,,,,,,,,
Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,,,,,,
284,2.84,-1.210342,0.017714,-0.089079,,,,,,,,,,,,,,,,,,,
285,2.85,-1.216619,0.020561,-0.088755,,,,,,,,,,,,,,,,,,,
286,2.86,-1.223308,0.024022,-0.088036,,,,,,,,,,,,,,,,,,,
287,2.87,-1.230991,0.028019,-0.087524,,,,,,,,,,,,,,,,,,,
288,2.88,-1.239131,0.032585,-0.086721,,,,,,,,,,,,,,,,,,,
289,2.89,-1.248176,0.037728,-0.085889,,,,,,,,,,,,,,,,,,,
290,2.9,-1.25794,0.043255,-0.084621,,,,,,,,,,,,,,,,,,,
291,2.91,-1.268798,0.048695,-0.083889,,,,,,,,,,,,,,,,,,,
292,2.92,-1.280775,0.053639,-0.083386,,,,,,,,,,,,,,,,,,,
293,2.93,-1.294034,0.05806,-0.084257,,,,,,,,,,,,,,,,,,,
294,2.94,-1.307532,0.063077,-0.08465,,,,,,,,,,,,,,,,,,,
295,2.95,-1.32131,0.069082,-0.085041,,,,,,,,,,,,,,,,,,,
296,2.96,-1.336029,0.075306,-0.085155,,,,,,,,,,,,,,,,,,,
297,2.97,-1.35202,0.081155,-0.085999,,,,,,,,,,,,,,,,,,,
298,2.98,-1.368976,0.086382,-0.087267,,,,,,,,,,,,,,,,,,,
299,2.99,-1.386322,0.090947,-0.088341,,,,,,,,,,,,,,,,,,,
300,3,-1.404475,0.094546,-0.089891,,,,,,,,,,,,,,,,,,,
301,3.01,-1.423325,0.096863,-0.091731,,,,,,,,,,,,,,,,,,,
302,3.02,-1.442381,0.098276,-0.093218,,,,,,,,,,,,,,,,,,,
303,3.03,-1.461958,0.098753,-0.094628,,,,,,,,,,,,,,,,,,,
304,3.04,-1.482007,0.098356,-0.095923,,,,,,,,,,,,,,,,,,,
305,3.05,-1.502071,0.097385,-0.096598,,,,,,,,,,,,,,,,,,,
306,3.06,-1.522759,0.095665,-0.097235,,,,,,,,,,,,,,,,,,,
307,3.07,-1.543655,0.093561,-0.097871,,,,,,,,,,,,,,,,,,,
308,3.08,-1.564955,0.090971,-0.098237,,,,,,,,,,,,,,,,,,,
309,3.09,-1.586656,0.087935,-0.098462,,,,,,,,,,,,,,,,,,,
310,3.1,-1.608693,0.084421,-0.098684,,,,,,,,,,,,,,,,,,,
311,3.11,-1.630895,0.080577,-0.098865,,,,,,,,,,,,,,,,,,,
312,3.12,-1.653719,0.076385,-0.099297,,,,,,,,,,,,,,,,,,,
313,3.13,-1.676743,0.07201,-0.099281,,,,,,,,,,,,,,,,,,,
314,3.14,-1.699921,0.067536,-0.099409,,,,,,,,,,,,,,,,,,,
315,3.15,-1.723444,0.062847,-0.099629,,,,,,,,,,,,,,,,,,,
316,3.16,-1.747133,0.058153,-0.099503,,,,,,,,,,,,,,,,,,,
317,3.17,-1.770905,0.053552,-0.099647,,,,,,,,,,,,,,,,,,,
318,3.18,-1.79508,0.048877,-0.099987,,,,,,,,,,,,,,,,,,,
319,3.19,-1.819375,0.044671,-0.10009,,,,,,,,,,,,,,,,,,,
320,3.2,-1.843395,0.040808,-0.100274,,,,,,,,,,,,,,,,,,,
321,3.21,-1.867276,0.03743,-0.100634,,,,,,,,,,,,,,,,,,,
322,3.22,-1.891155,0.034453,-0.10113,,,,,,,,,,,,,,,,,,,
323,3.23,-1.915027,0.032272,-0.101258,,,,,,,,,,,,,,,,,,,
324,3.24,-1.938602,0.030993,-0.101652,,,,,,,,,,,,,,,,,,,
325,3.25,-1.961615,0.030289,-0.102367,,,,,,,,,,,,,,,,,,,
326,3.26,-1.983681,0.02982,-0.10337,,,,,,,,,,,,,,,,,,,
327,3.27,-2.005512,0.029596,-0.104751,,,,,,,,,,,,,,,,,,,
328,3.28,-2.026443,0.029825,-0.105985,,,,,,,,,,,,,,,,,,,
329,3.29,-2.047102,0.030425,-0.107545,,,,,,,,,,,,,,,,,,,
330,3.3,-2.066862,0.031521,-0.108733,,,,,,,,,,,,,,,,,,,
331,3.31,-2.08603,0.033029,-0.109759,,,,,,,,,,,,,,,,,,,
332,3.32,-2.104508,0.034718,-0.110848,,,,,,,,,,,,,,,,,,,
333,3.33,-2.122045,0.036828,-0.11171,,,,,,,,,,,,,,,,,,,
334,3.34,-2.138443,0.03865,-0.112636,,,,,,,,,,,,,,,,,,,
335,3.35,-2.153673,0.040641,-0.113094,,,,,,,,,,,,,,,,,,,
336,3.36,-2.168069,0.041919,-0.113951,,,,,,,,,,,,,,,,,,,
337,3.37,-2.181231,0.043362,-0.114442,,,,,,,,,,,,,,,,,,,
338,3.38,-2.193318,0.044323,-0.11487,,,,,,,,,,,,,,,,,,,
339,3.39,-2.204013,0.044994,-0.115353,,,,,,,,,,,,,,,,,,,
340,3.4,-2.213445,0.045159,-0.115708,,,,,,,,,,,,,,,,,,,
341,3.41,-2.222181,0.044558,-0.116287,,,,,,,,,,,,,,,,,,,
342,3.42,-2.229668,0.043655,-0.116585,,,,,,,,,,,,,,,,,,,
343,3.43,-2.23583,0.042024,-0.116678,,,,,,,,,,,,,,,,,,,
344,3.44,-2.240831,0.039676,-0.116586,,,,,,,,,,,,,,,,,,,
345,3.45,-2.245357,0.036863,-0.117264,,,,,,,,,,,,,,,,,,,
346,3.46,-2.248999,0.03397,-0.117994,,,,,,,,,,,,,,,,,,,
347,3.47,-2.25288,0.030607,-0.119048,,,,,,,,,,,,,,,,,,,
348,3.48,-2.256425,0.026351,-0.120499,,,,,,,,,,,,,,,,,,,
349,3.49,-2.260064,0.02241,-0.121519,,,,,,,,,,,,,,,,,,,
350,3.5,-2.264763,0.018893,-0.122891,,,,,,,,,,,,,,,,,,,
351,3.51,-2.270069,0.016099,-0.123732,,,,,,,,,,,,,,,,,,,
352,3.52,-2.275077,0.013935,-0.124253,,,,,,,,,,,,,,,,,,,
353,3.53,-2.279749,0.011374,-0.125179,,,,,,,,,,,,,,,,,,,
354,3.54,-2.284042,0.008604,-0.125756,,,,,,,,,,,,,,,,,,,
355,3.55,-2.287785,0.005637,-0.126025,,,,,,,,,,,,,,,,,,,
356,3.56,-2.29074,0.003402,-0.125715,,,,,,,,,,,,,,,,,,,
357,3.57,-2.293489,0.001717,-0.125416,,,,,,,,,,,,,,,,,,,
358,3.58,-2.29506,0.000681,-0.125277,,,,,,,,,,,,,,,,,,,
359,3.59,-2.296268,-0.000272,-0.125673,,,,,,,,,,,,,,,,,,,
360,3.6,-2.297188,-0.001013,-0.126085,,,,,,,,,,,,,,,,,,,
361,3.61,-2.297773,-0.001551,-0.126167,,,,,,,,,,,,,,,,,,,
362,3.62,-2.298211,-0.002128,-0.126075,,,,,,,,,,,,,,,,,,,
363,3.63,-2.298503,-0.002565,-0.126005,,,,,,,,,,,,,,,,,,,
364,3.64,-2.298763,-0.002949,-0.126068,,,,,,,,,,,,,,,,,,,
365,3.65,-2.298896,-0.003156,-0.126141,,,,,,,,,,,,,,,,,,,
366,3.66,-2.299038,-0.003293,-0.126214,,,,,,,,,,,,,,,,,,,
367,3.67,-2.299139,-0.003411,-0.126237,,,,,,,,,,,,,,,,,,,
368,3.68,-2.299279,-0.003516,-0.126261,,,,,,,,,,,,,,,,,,,
369,3.69,-2.299387,-0.003608,-0.126271,,,,,,,,,,,,,,,,,,,
370,3.7,-2.299475,-0.003692,-0.126217,,,,,,,,,,,,,,,,,,,
371,3.71,-2.299558,-0.003725,-0.126198,,,,,,,,,,,,,,,,,,,
372,3.72,-2.299617,-0.003763,-0.126213,,,,,,,,,,,,,,,,,,,
373,3.73,-2.299717,-0.003834,-0.126241,,,,,,,,,,,,,,,,,,,
374,3.74,-2.299777,-0.003898,-0.126264,,,,,,,,,,,,,,,,,,,
375,3.75,-2.299809,-0.003901,-0.126257,,,,,,,,,,,,,,,,,,,
376,3.76,-2.299972,-0.003789,-0.125823,,,,,,,,,,,,,,,,,,,
377,3.77,-2.300114,-0.003632,-0.125443,,,,,,,,,,,,,,,,,,,
378,3.78,-2.300131,-0.003622,-0.125359,,,,,,,,,,,,,,,,,,,
379,3.79,-2.300056,-0.003739,-0.125698,,,,,,,,,,,,,,,,,,,
380,3.8,-2.299902,-0.003875,-0.126165,,,,,,,,,,,,,,,,,,,
381,3.81,-2.29978,-0.004005,-0.1266,,,,,,,,,,,,,,,,,,,
382,3.82,-2.299709,-0.004082,-0.126828,,,,,,,,,,,,,,,,,,,
383,3.83,-2.299655,-0.004079,-0.126826,,,,,,,,,,,,,,,,,,,
384,3.84,-2.299609,-0.004065,-0.126773,,,,,,,,,,,,,,,,,,,
385,3.85,-2.299534,-0.004064,-0.126766,,,,,,,,,,,,,,,,,,,
386,3.86,-2.299447,-0.004105,-0.126849,,,,,,,,,,,,,,,,,,,
387,3.87,-2.299396,-0.004111,-0.126875,,,,,,,,,,,,,,,,,,,
388,3.88,-2.299331,-0.004207,-0.126978,,,,,,,,,,,,,,,,,,,
389,3.89,-2.299336,-0.004245,-0.127037,,,,,,,,,,,,,,,,,,,
390,3.9,-2.299313,-0.004253,-0.127046,,,,,,,,,,,,,,,,,,,
391,3.91,-2.299271,-0.004297,-0.127083,,,,,,,,,,,,,,,,,,,
392,3.92,-2.299246,-0.004322,-0.12709,,,,,,,,,,,,,,,,,,,
393,3.93,-2.29921,-0.004351,-0.127142,,,,,,,,,,,,,,,,,,,
394,3.94,-2.299213,-0.004434,-0.127199,,,,,,,,,,,,,,,,,,,
395,3.95,-2.299195,-0.004391,-0.127108,,,,,,,,,,,,,,,,,,,
396,3.96,-2.299171,-0.004419,-0.127128,,,,,,,,,,,,,,,,,,,
397,3.97,-2.2992,-0.004482,-0.127122,,,,,,,,,,,,,,,,,,,
398,3.98,-2.299286,-0.004371,-0.126875,,,,,,,,,,,,,,,,,,,
399,3.99,-2.299339,-0.004396,-0.126818,,,,,,,,,,,,,,,,,,,
400,4,-2.299359,-0.004381,-0.126698,,,,,,,,,,,,,,,,,,,
401,4.01,-2.299392,-0.004351,-0.126648,,,,,,,,,,,,,,,,,,,
402,4.02,-2.299405,-0.004336,-0.126588,,,,,,,,,,,,,,,,,,,
403,4.03,-2.29944,-0.00435,-0.126485,,,,,,,,,,,,,,,,,,,
404,4.04,-2.299462,-0.00431,-0.12642,,,,,,,,,,,,,,,,,,,
405,4.05,-2.299485,-0.004326,-0.12631,,,,,,,,,,,,,,,,,,,
406,4.06,-2.2995,-0.00431,-0.126202,,,,,,,,,,,,,,,,,,,
407,4.07,-2.299541,-0.004254,-0.12603,,,,,,,,,,,,,,,,,,,
408,4.08,-2.299613,-0.004242,-0.125946,,,,,,,,,,,,,,,,,,,
409,4.09,-2.299699,-0.004241,-0.125868,,,,,,,,,,,,,,,,,,,
410,4.1,-2.299759,-0.00416,-0.125706,,,,,,,,,,,,,,,,,,,
411,4.11,-2.299903,-0.004226,-0.125584,,,,,,,,,,,,,,,,,,,
412,4.12,-2.300076,-0.004224,-0.125131,,,,,,,,,,,,,,,,,,,
413,4.13,-2.300332,-0.004362,-0.12466,,,,,,,,,,,,,,,,,,,
414,4.14,-2.300579,-0.004583,-0.124351,,,,,,,,,,,,,,,,,,,
415,4.15,-2.300814,-0.004781,-0.124404,,,,,,,,,,,,,,,,,,,
416,4.16,-2.301747,-0.002468,-0.121924,,,,,,,,,,,,,,,,,,,
417,4.17,-2.302966,-0.000543,-0.118578,,,,,,,,,,,,,,,,,,,
418,4.18,-2.303275,-0.000388,-0.118297,,,,,,,,,,,,,,,,,,,
419,4.19,-2.303676,-0.000165,-0.117916,,,,,,,,,,,,,,,,,,,
420,4.2,-2.304195,0.000112,-0.117498,,,,,,,,,,,,,,,,,,,
421,4.21,-2.304937,0.000442,-0.116875,,,,,,,,,,,,,,,,,,,
422,4.22,-2.305998,0.000951,-0.115944,,,,,,,,,,,,,,,,,,,
423,4.23,-2.307477,0.001667,-0.115097,,,,,,,,,,,,,,,,,,,
424,4.24,-2.309307,0.002562,-0.113893,,,,,,,,,,,,,,,,,,,
425,4.25,-2.311152,0.003478,-0.112401,,,,,,,,,,,,,,,,,,,
426,4.26,-2.313539,0.004957,-0.110283,,,,,,,,,,,,,,,,,,,
427,4.27,-2.315918,0.006099,-0.108151,,,,,,,,,,,,,,,,,,,
428,4.28,-2.318579,0.007206,-0.106261,,,,,,,,,,,,,,,,,,,
429,4.29,-2.318579,0.007206,-0.106261,,,,,,,,,,,,,,,,,,,
430,4.3,-2.318579,0.007206,-0.106261,,,,,,,,,,,,,,,,,,,
431,4.31,-2.327324,0.013603,-0.094814,,,,,,,,,,,,,,,,,,,
432,4.32,-2.330729,0.017092,-0.08766,,,,,,,,,,,,,,,,,,,
433,4.33,-2.333784,0.021365,-0.080349,,,,,,,,,,,,,,,,,,,
434,4.34,-2.336762,0.026432,-0.073124,,,,,,,,,,,,,,,,,,,
435,4.35,-2.340081,0.031305,-0.067014,,,,,,,,,,,,,,,,,,,
436,4.36,-2.343114,0.034772,-0.059758,,,,,,,,,,,,,,,,,,,
437,4.37,-2.34617,0.037652,-0.051867,,,,,,,,,,,,,,,,,,,
438,4.38,-2.3492,0.041601,-0.043981,,,,,,,,,,,,,,,,,,,
439,4.39,-2.352203,0.046446,-0.036019,,,,,,,,,,,,,,,,,,,
440,4.4,-2.355705,0.051835,-0.027987,,,,,,,,,,,,,,,,,,,
441,4.41,-2.359786,0.057082,-0.019528,,,,,,,,,,,,,,,,,,,
442,4.42,-2.364091,0.061767,-0.010598,,,,,,,,,,,,,,,,,,,
443,4.43,-2.368838,0.065685,-0.001477,,,,,,,,,,,,,,,,,,,
444,4.44,-2.37379,0.069355,0.008539,,,,,,,,,,,,,,,,,,,
445,4.45,-2.378964,0.072137,0.018852,,,,,,,,,,,,,,,,,,,
446,4.46,-2.383876,0.074285,0.029695,,,,,,,,,,,,,,,,,,,
447,4.47,-2.388815,0.075769,0.041433,,,,,,,,,,,,,,,,,,,
448,4.48,-2.39394,0.076424,0.05345,,,,,,,,,,,,,,,,,,,
449,4.49,-2.399095,0.076308,0.06622,,,,,,,,,,,,,,,,,,,
450,4.5,-2.404258,0.075899,0.07959,,,,,,,,,,,,,,,,,,,
451,4.51,-2.409605,0.07463,0.093322,,,,,,,,,,,,,,,,,,,
452,4.52,-2.41482,0.07314,0.107719,,,,,,,,,,,,,,,,,,,
453,4.53,-2.42017,0.071289,0.122546,,,,,,,,,,,,,,,,,,,
454,4.54,-2.425511,0.069076,0.137972,,,,,,,,,,,,,,,,,,,
455,4.55,-2.430939,0.066521,0.153934,,,,,,,,,,,,,,,,,,,
456,4.56,-2.436528,0.063479,0.169643,,,,,,,,,,,,,,,,,,,
457,4.57,-2.441678,0.060492,0.187081,,,,,,,,,,,,,,,,,,,
458,4.58,-2.446862,0.05707,0.204363,,,,,,,,,,,,,,,,,,,
459,4.59,-2.451797,0.05369,0.222021,,,,,,,,,,,,,,,,,,,
460,4.6,-2.456569,0.050032,0.239955,,,,,,,,,,,,,,,,,,,
461,4.61,-2.461016,0.046695,0.258413,,,,,,,,,,,,,,,,,,,
462,4.62,-2.465304,0.043301,0.27684,,,,,,,,,,,,,,,,,,,
463,4.63,-2.469511,0.040023,0.295457,,,,,,,,,,,,,,,,,,,
464,4.64,-2.473454,0.037062,0.31415,,,,,,,,,,,,,,,,,,,
465,4.65,-2.477195,0.03443,0.33283,,,,,,,,,,,,,,,,,,,
466,4.66,-2.480639,0.032288,0.35156,,,,,,,,,,,,,,,,,,,
467,4.67,-2.484089,0.030611,0.369946,,,,,,,,,,,,,,,,,,,
468,4.68,-2.487211,0.029396,0.387975,,,,,,,,,,,,,,,,,,,
469,4.69,-2.489928,0.028747,0.405967,,,,,,,,,,,,,,,,,,,
470,4.7,-2.492516,0.028478,0.423468,,,,,,,,,,,,,,,,,,,
471,4.71,-2.495005,0.028698,0.44043,,,,,,,,,,,,,,,,,,,
472,4.72,-2.497249,0.029346,0.457043,,,,,,,,,,,,,,,,,,,
473,4.73,-2.499385,0.030125,0.473205,,,,,,,,,,,,,,,,,,,
474,4.74,-2.501572,0.031187,0.48853,,,,,,,,,,,,,,,,,,,
475,4.75,-2.503788,0.032509,0.503712,,,,,,,,,,,,,,,,,,,
476,4.76,-2.505943,0.033913,0.518196,,,,,,,,,,,,,,,,,,,
477,4.77,-2.507988,0.035491,0.531989,,,,,,,,,,,,,,,,,,,
478,4.78,-2.509827,0.036826,0.544892,,,,,,,,,,,,,,,,,,,
479,4.79,-2.511384,0.038263,0.557197,,,,,,,,,,,,,,,,,,,
480,4.8,-2.512641,0.039523,0.568742,,,,,,,,,,,,,,,,,,,
481,4.81,-2.513861,0.040275,0.579216,,,,,,,,,,,,,,,,,,,
482,4.82,-2.514817,0.040653,0.588761,,,,,,,,,,,,,,,,,,,
483,4.83,-2.515917,0.040786,0.597559,,,,,,,,,,,,,,,,,,,
484,4.84,-2.516801,0.040291,0.605336,,,,,,,,,,,,,,,,,,,
485,4.85,-2.517604,0.039618,0.612558,,,,,,,,,,,,,,,,,,,
486,4.86,-2.518666,0.038038,0.618583,,,,,,,,,,,,,,,,,,,
487,4.87,-2.519593,0.036177,0.623959,,,,,,,,,,,,,,,,,,,
488,4.88,-2.521191,0.033942,0.628324,,,,,,,,,,,,,,,,,,,
489,4.89,-2.523255,0.031175,0.631761,,,,,,,,,,,,,,,,,,,
490,4.9,-2.525894,0.027974,0.634523,,,,,,,,,,,,,,,,,,,
491,4.91,-2.528184,0.024141,0.637104,,,,,,,,,,,,,,,,,,,
492,4.92,-2.529379,0.020276,0.639324,,,,,,,,,,,,,,,,,,,
493,4.93,-2.530393,0.016756,0.642442,,,,,,,,,,,,,,,,,,,
494,4.94,-2.531659,0.013741,0.646665,,,,,,,,,,,,,,,,,,,
495,4.95,-2.533277,0.01098,0.651138,,,,,,,,,,,,,,,,,,,
496,4.96,-2.534618,0.008536,0.655429,,,,,,,,,,,,,,,,,,,
497,4.97,-2.535559,0.00608,0.659307,,,,,,,,,,,,,,,,,,,
498,4.98,-2.536293,0.003447,0.663031,,,,,,,,,,,,,,,,,,,
499,4.99,-2.536489,0.000944,0.666611,,,,,,,,,,,,,,,,,,,
500,5,-2.536305,-0.00121,0.669481,,,,,,,,,,,,,,,,,,,
501,5.01,-2.535675,-0.003221,0.671989,,,,,,,,,,,,,,,,,,,
502,5.02,-2.534995,-0.00503,0.674178,,,,,,,,,,,,,,,,,,,
503,5.03,-2.534253,-0.006424,0.67627,,,,,,,,,,,,,,,,,,,
504,5.04,-2.534158,-0.0076,0.677727,,,,,,,,,,,,,,,,,,,
505,5.05,-2.534194,-0.008508,0.678809,,,,,,,,,,,,,,,,,,,
506,5.06,-2.534342,-0.009364,0.679678,,,,,,,,,,,,,,,,,,,
507,5.07,-2.534396,-0.010137,0.680197,,,,,,,,,,,,,,,,,,,
508,5.08,-2.534446,-0.010724,0.680834,,,,,,,,,,,,,,,,,,,
509,5.09,-2.534531,-0.011314,0.681299,,,,,,,,,,,,,,,,,,,
510,5.1,-2.534609,-0.011713,0.681505,,,,,,,,,,,,,,,,,,,
511,5.11,-2.534711,-0.011975,0.68167,,,,,,,,,,,,,,,,,,,
512,5.12,-2.534765,-0.012196,0.681755,,,,,,,,,,,,,,,,,,,
513,5.13,-2.534795,-0.012317,0.681857,,,,,,,,,,,,,,,,,,,
514,5.14,-2.534867,-0.012447,0.681933,,,,,,,,,,,,,,,,,,,
515,5.15,-2.534953,-0.012556,0.682062,,,,,,,,,,,,,,,,,,,
516,5.16,-2.535035,-0.012688,0.682109,,,,,,,,,,,,,,,,,,,
517,5.17,-2.535117,-0.012786,0.68216,,,,,,,,,,,,,,,,,,,
518,5.18,-2.535145,-0.012854,0.682163,,,,,,,,,,,,,,,,,,,
519,5.19,-2.535176,-0.01293,0.682114,,,,,,,,,,,,,,,,,,,
520,5.2,-2.535198,-0.012934,0.682137,,,,,,,,,,,,,,,,,,,
521,5.21,-2.535264,-0.012969,0.682106,,,,,,,,,,,,,,,,,,,
522,5.22,-2.53537,-0.013019,0.682049,,,,,,,,,,,,,,,,,,,
523,5.23,-2.535442,-0.013054,0.682014,,,,,,,,,,,,,,,,,,,
524,5.24,-2.53555,-0.013096,0.681983,,,,,,,,,,,,,,,,,,,
525,5.25,-2.535668,-0.013134,0.681884,,,,,,,,,,,,,,,,,,,
526,5.26,-2.535759,-0.013164,0.68181,,,,,,,,,,,,,,,,,,,
527,5.27,-2.535816,-0.013203,0.681732,,,,,,,,,,,,,,,,,,,
528,5.28,-2.535843,-0.013224,0.681648,,,,,,,,,,,,,,,,,,,
529,5.29,-2.535831,-0.013258,0.681602,,,,,,,,,,,,,,,,,,,
530,5.3,-2.535852,-0.013278,0.681534,,,,,,,,,,,,,,,,,,,
531,5.31,-2.535854,-0.013299,0.681475,,,,,,,,,,,,,,,,,,,
532,5.32,-2.53585,-0.013314,0.681423,,,,,,,,,,,,,,,,,,,
533,5.33,-2.535872,-0.013325,0.681382,,,,,,,,,,,,,,,,,,,
534,5.34,-2.535914,-0.01335,0.681293,,,,,,,,,,,,,,,,,,,
535,5.35,-2.535911,-0.013414,0.681237,,,,,,,,,,,,,,,,,,,
536,5.36,-2.535909,-0.013449,0.681221,,,,,,,,,,,,,,,,,,,
537,5.37,-2.535929,-0.013438,0.681244,,,,,,,,,,,,,,,,,,,
538,5.38,-2.535993,-0.01345,0.681256,,,,,,,,,,,,,,,,,,,
539,5.39,-2.536036,-0.013531,0.681133,,,,,,,,,,,,,,,,,,,
540,5.4,-2.536073,-0.013612,0.681099,,,,,,,,,,,,,,,,,,,
541,5.41,-2.536098,-0.013587,0.681171,,,,,,,,,,,,,,,,,,,
542,5.42,-2.536095,-0.013681,0.681131,,,,,,,,,,,,,,,,,,,
543,5.43,-2.536157,-0.013764,0.681105,,,,,,,,,,,,,,,,,,,
544,5.44,-2.53619,-0.013848,0.68104,,,,,,,,,,,,,,,,,,,
545,5.45,-2.53619,-0.0139,0.681078,,,,,,,,,,,,,,,,,,,
546,5.46,-2.536189,-0.013964,0.681096,,,,,,,,,,,,,,,,,,,
547,5.47,-2.536147,-0.013982,0.681181,,,,,,,,,,,,,,,,,,,
548,5.48,-2.536126,-0.014062,0.681277,,,,,,,,,,,,,,,,,,,
549,5.49,-2.536027,-0.014097,0.681375,,,,,,,,,,,,,,,,,,,
550,5.5,-2.535988,-0.014104,0.681502,,,,,,,,,,,,,,,,,,,
551,5.51,-2.535973,-0.014202,0.681608,,,,,,,,,,,,,,,,,,,
552,5.52,-2.535973,-0.014289,0.681684,,,,,,,,,,,,,,,,,,,
553,5.53,-2.535975,-0.014322,0.681784,,,,,,,,,,,,,,,,,,,
554,5.54,-2.535989,-0.014412,0.681923,,,,,,,,,,,,,,,,,,,
555,5.55,-2.536005,-0.014422,0.682098,,,,,,,,,,,,,,,,,,,
556,5.56,-2.536071,-0.014425,0.682281,,,,,,,,,,,,,,,,,,,
557,5.57,-2.536168,-0.014456,0.682436,,,,,,,,,,,,,,,,,,,
558,5.58,-2.536289,-0.014391,0.682682,,,,,,,,,,,,,,,,,,,
559,5.59,-2.536443,-0.01434,0.683004,,,,,,,,,,,,,,,,,,,
560,5.6,-2.536557,-0.014171,0.683437,,,,,,,,,,,,,,,,,,,
561,5.61,-2.536607,-0.014063,0.68385,,,,,,,,,,,,,,,,,,,
562,5.62,-2.536698,-0.013715,0.684579,,,,,,,,,,,,,,,,,,,
563,5.63,-2.536736,-0.013242,0.685458,,,,,,,,,,,,,,,,,,,
564,5.64,-2.536629,-0.012612,0.686549,,,,,,,,,,,,,,,,,,,
565,5.65,-2.536576,-0.01167,0.688161,,,,,,,,,,,,,,,,,,,
566,5.66,-2.536682,-0.010433,0.690153,,,,,,,,,,,,,,,,,,,
567,5.67,-2.536771,-0.009186,0.692079,,,,,,,,,,,,,,,,,,,
568,5.68,-2.536666,-0.007434,0.694735,,,,,,,,,,,,,,,,,,,
569,5.69,-2.536332,-0.005715,0.69778,,,,,,,,,,,,,,,,,,,
570,5.7,-2.536216,-0.00403,0.700939,,,,,,,,,,,,,,,,,,,
571,5.71,-2.535594,-0.001784,0.704864,,,,,,,,,,,,,,,,,,,
572,5.72,-2.53529,0.000411,0.708967,,,,,,,,,,,,,,,,,,,
573,5.73,-2.534449,0.003021,0.713999,,,,,,,,,,,,,,,,,,,
574,5.74,-2.53348,0.005775,0.719947,,,,,,,,,,,,,,,,,,,
575,5.75,-2.532471,0.008916,0.726698,,,,,,,,,,,,,,,,,,,
576,5.76,-2.531284,0.012594,0.734277,,,,,,,,,,,,,,,,,,,
577,5.77,-2.530075,0.016742,0.742628,,,,,,,,,,,,,,,,,,,
578,5.78,-2.528763,0.021627,0.752004,,,,,,,,,,,,,,,,,,,
579,5.79,-2.52702,0.027882,0.761645,,,,,,,,,,,,,,,,,,,
580,5.8,-2.51822,0.038941,0.778615,,,,,,,,,,,,,,,,,,,
581,5.81,-2.516964,0.044572,0.789964,,,,,,,,,,,,,,,,,,,
582,5.82,-2.516606,0.049475,0.802548,,,,,,,,,,,,,,,,,,,
583,5.83,-2.51664,0.054024,0.816213,,,,,,,,,,,,,,,,,,,
584,5.84,-2.516961,0.059666,0.829593,,,,,,,,,,,,,,,,,,,
585,5.85,-2.516658,0.065989,0.843362,,,,,,,,,,,,,,,,,,,
586,5.86,-2.516537,0.071895,0.85808,,,,,,,,,,,,,,,,,,,
587,5.87,-2.516908,0.0773,0.87409,,,,,,,,,,,,,,,,,,,
588,5.88,-2.517641,0.082187,0.890952,,,,,,,,,,,,,,,,,,,
589,5.89,-2.518493,0.086561,0.908234,,,,,,,,,,,,,,,,,,,
590,5.9,-2.519707,0.089904,0.926303,,,,,,,,,,,,,,,,,,,
591,5.91,-2.521136,0.092537,0.944778,,,,,,,,,,,,,,,,,,,
592,5.92,-2.52238,0.094152,0.963697,,,,,,,,,,,,,,,,,,,
593,5.93,-2.523572,0.094974,0.983112,,,,,,,,,,,,,,,,,,,
594,5.94,-2.524774,0.0946,1.002915,,,,,,,,,,,,,,,,,,,
595,5.95,-2.525655,0.09353,1.022904,,,,,,,,,,,,,,,,,,,
596,5.96,-2.526364,0.091921,1.043335,,,,,,,,,,,,,,,,,,,
597,5.97,-2.527217,0.089699,1.064313,,,,,,,,,,,,,,,,,,,
598,5.98,-2.527751,0.086995,1.085521,,,,,,,,,,,,,,,,,,,
599,5.99,-2.52847,0.083811,1.106944,,,,,,,,,,,,,,,,,,,
600,6,-2.529098,0.080168,1.128965,,,,,,,,,,,,,,,,,,,
601,6.01,-2.529863,0.0764,1.151132,,,,,,,,,,,,,,,,,,,
602,6.02,-2.531017,0.072245,1.173774,,,,,,,,,,,,,,,,,,,
603,6.03,-2.53217,0.067821,1.196867,,,,,,,,,,,,,,,,,,,
604,6.04,-2.533284,0.063162,1.219992,,,,,,,,,,,,,,,,,,,
605,6.05,-2.534446,0.058163,1.243611,,,,,,,,,,,,,,,,,,,
606,6.06,-2.535443,0.053524,1.267298,,,,,,,,,,,,,,,,,,,
607,6.07,-2.536022,0.049149,1.291148,,,,,,,,,,,,,,,,,,,
