"// DN: 108, SN: 35"
Timestamp,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,Mag_x,Mag_y,Mag_z,Gyro_x,Gyro_y,Gyro_z,Acc_x,Acc_y,Acc_z
1731457866.531,309,309,309,310,309,307,308,309,309,307,309,308,305,309,309,308,309,307,309,307,305,305,304,305,305,309,309,309,310,309,310,309,310,309,309,-2.0,46.0,-15.0,0.2441406100988388,-0.30517578125,0.0610351525247097,-0.0712890625,0.0958251953125,-0.9964599609375
1731457866.541,308,309,310,309,310,309,308,309,309,309,308,309,309,309,305,308,309,309,307,309,308,308,308,308,305,305,305,308,308,309,305,309,309,309,308,-2.0,46.0,-15.0,0.1831054538488388,-0.30517578125,0.0,-0.072021484375,0.0943603515625,-0.995849609375
1731457866.551,309,310,309,309,309,305,309,309,310,307,308,310,308,310,309,309,310,309,309,307,308,308,307,305,304,308,309,308,307,307,309,309,309,308,309,-2.0,46.0,-15.0,0.1220703050494194,0.0,0.0,-0.070068359375,0.0941162109375,-0.994873046875
1731457866.561,310,309,308,308,309,309,305,308,309,307,309,309,309,309,308,308,308,308,309,309,308,304,304,310,309,309,309,308,307,309,309,309,309,308,309,-2.0,46.0,-15.0,0.0610351525247097,0.4272460639476776,0.0610351525247097,-0.0654296875,0.095947265625,-0.9952392578125
1731457866.571,309,310,310,306,310,307,308,306,308,305,309,309,309,309,309,307,304,305,310,309,305,305,304,305,305,309,305,307,309,307,309,307,309,309,309,-2.0,46.0,-15.0,0.0610351525247097,0.6713866591453552,0.0610351525247097,-0.0615234375,0.09912109375,-0.9964599609375
1731457866.581,309,310,307,308,310,308,309,307,309,309,309,309,310,309,309,305,308,310,308,309,305,305,308,305,305,309,309,309,307,305,309,309,309,309,309,0.0,44.0,-18.0,0.0610351525247097,0.4272460639476776,0.0,-0.0599365234375,0.1016845703125,-0.997314453125
1731457866.591,309,309,309,309,310,308,309,309,309,308,309,307,309,309,310,309,309,309,308,310,309,305,305,307,307,307,309,309,309,309,310,309,309,305,309,0.0,44.0,-18.0,0.0610351525247097,0.0,0.0,-0.0606689453125,0.1029052734375,-0.9967041015625
1731457866.601,309,309,309,310,310,309,309,310,309,309,308,310,309,309,310,307,306,309,309,305,305,305,309,305,305,305,309,309,308,307,309,309,308,310,309,0.0,44.0,-18.0,0.1220703050494194,-0.30517578125,0.0,-0.062744140625,0.10302734375,-0.9954833984375
1731457866.611,309,309,309,309,308,307,309,308,305,309,309,309,310,309,309,309,309,309,307,308,305,305,307,305,304,309,308,307,304,307,309,309,309,308,309,0.0,44.0,-18.0,0.1220703050494194,-0.2441406100988388,0.0,-0.0634765625,0.1029052734375,-0.99560546875
1731457866.621,307,308,309,310,309,306,308,309,308,309,309,309,309,309,308,309,309,307,305,309,305,304,307,309,305,309,306,309,309,309,305,310,310,304,309,0.0,44.0,-18.0,0.1220703050494194,0.0610351525247097,0.0,-0.0631103515625,0.1026611328125,-0.9962158203125
1731457866.631,309,310,306,310,310,309,309,308,308,309,310,309,309,309,309,308,308,305,309,305,309,305,307,309,308,308,309,307,310,309,308,308,309,309,309,0.0,44.0,-18.0,0.1220703050494194,0.1831054538488388,0.0,-0.062255859375,0.1019287109375,-0.9959716796875
1731457866.641,310,309,309,310,309,307,309,308,309,309,309,309,309,310,305,305,305,309,309,309,307,305,309,305,307,306,305,305,309,309,305,309,308,309,307,0.0,44.0,-18.0,0.0610351525247097,0.0610351525247097,0.0,-0.0614013671875,0.1011962890625,-0.99560546875
1731457866.651,310,310,309,310,309,309,308,308,309,309,309,309,308,309,310,305,304,305,308,309,307,305,309,307,307,310,309,307,309,309,309,310,310,304,309,0.0,44.0,-18.0,0.1220703050494194,-0.0610351525247097,-0.0610351525247097,-0.060791015625,0.1011962890625,-0.9954833984375
1731457866.661,309,309,312,309,310,308,305,309,309,309,309,310,309,307,308,305,309,308,305,309,308,308,305,308,305,310,309,308,308,309,309,309,309,309,309,0.0,44.0,-18.0,0.1220703050494194,0.0,-0.0610351525247097,-0.0599365234375,0.101806640625,-0.99609375
1731457866.671,308,309,309,310,309,308,309,309,308,308,309,310,309,310,309,309,309,309,309,309,308,307,305,305,305,307,309,309,305,307,308,307,310,309,308,0.0,44.0,-18.0,0.1220703050494194,0.1220703050494194,-0.0610351525247097,-0.0582275390625,0.102783203125,-0.9967041015625
1731457866.681,305,309,309,309,307,309,308,309,309,305,309,305,305,310,310,307,305,309,308,309,309,308,304,309,305,308,309,308,305,309,309,309,310,309,309,3.0,45.0,-17.0,0.1220703050494194,0.1220703050494194,0.0,-0.05712890625,0.1036376953125,-0.9967041015625
1731457866.691,310,309,310,310,309,309,308,309,305,308,308,309,309,305,308,309,305,309,310,309,305,305,308,309,305,305,308,308,309,309,309,308,309,310,309,3.0,45.0,-17.0,0.1220703050494194,-0.1220703050494194,0.0,-0.0577392578125,0.1043701171875,-0.9967041015625
1731457866.701,309,309,308,310,309,309,309,305,307,305,308,309,310,310,308,309,309,305,307,305,307,305,305,305,304,309,308,309,305,309,309,309,305,308,307,3.0,45.0,-17.0,0.1220703050494194,-0.3662109076976776,0.0,-0.060302734375,0.1048583984375,-0.9962158203125
1731457866.712,309,310,309,310,305,308,307,309,308,309,308,309,308,310,310,309,305,309,307,309,305,309,308,305,309,308,310,309,309,308,305,309,307,309,309,3.0,45.0,-17.0,0.1220703050494194,-0.3662109076976776,0.0,-0.0628662109375,0.104248046875,-0.995849609375
